Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
18652777,Disciplined Entrepreneurship: 24 Steps to a Successful Startup (Disciplined Entrepreneurship Series),Bill Aulet,"Aulet, Bill",,"=""""","=""""",5.0,Wiley,Kindle Edition,406,2013,2013,2020/11/20,2020/06/28,,,read,,,,1,0
1301,Moneyball,Michael   Lewis,"Lewis, Michael",,"=""0393324818""","=""9780393324815""",5.0,W. W. Norton & Company,Paperback,317,2004,2003,2020/11/20,2020/03/22,,,read,,,,1,0
84981,Tuck Everlasting,Natalie Babbitt,"Babbitt, Natalie",,"=""0374480095""","=""9780374480097""",0,"Farrar, Straus and Giroux (BYR)",Paperback,148,1985,1975,,2020/10/18,,,read,,,,1,0
33574273,"A Wrinkle in Time (Time Quintet, #1)",Madeleine L'Engle,"L'Engle, Madeleine",,"=""1250153271""","=""9781250153272""",0,Square Fish,Paperback,218,2017,1962,,2020/10/18,,,read,,,,1,0
24178,Charlotte’s Web,E.B. White,"White, E.B.","Garth Williams, Rosemary Wells","=""0064410935""","=""9780064410939""",0,HarperCollinsPublishers,Paperback,184,2001,1952,,2020/10/18,,,read,,,,1,0
168642,In Cold Blood,Truman Capote,"Capote, Truman",,"=""0679745580""","=""9780679745587""",0,Vintage,Paperback,343,1994,1966,,2020/09/15,,,read,,,,1,0
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",0,RANDOM HOUSE TRADE,Hardcover,399,1996,1995,,2020/09/15,,,read,,,,1,0
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte  Gordon,"=""0143131842""","=""9780143131847""",0,Penguin Classics,Paperback,260,2018,1818,,2020/09/15,,,read,,,,1,0
24583,The Adventures of Tom Sawyer,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Mark Hallaq, Amanda Lee","=""""","=""9780143039563""",0,Penguin Classics,Paperback,244,2006,1876,,2020/09/15,,,read,,,,1,0
2956,"The Adventures of Huckleberry Finn (Adventures of Tom and Huck, #2)",Mark Twain,"Twain, Mark","Guy Cardwell, E.W. Kemble, John Seelye, Walter Trier, Tom Wilson, William Little Hughes","=""0142437174""","=""9780142437179""",0,Penguin Classics,Paperback,327,2002,1885,,2020/09/15,,,read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",0,Penguin Books,Paperback,107,2002,1937,,2020/09/15,,,read,,,,1,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",0,Arthur A. Levine Books,Hardcover,759,2007,2007,,2020/09/15,,,read,,,,1,0
61329,Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,Geoffrey A. Moore,"Moore, Geoffrey A.",Regis McKenna,"=""0060517123""","=""9780060517120""",0,HarperBusiness,Paperback,211,2006,2002,,2020/09/15,,,read,,,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",0,Avery,Kindle Edition,319,2018,2018,,2020/09/15,,,read,,,,1,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,Penguin Books ,Paperback,182,1999,1954,,2020/09/07,,,read,,,,1,0
226226,"Leading with the Heart: Coach K's Successful Strategies for Basketball, Business, and Life",Mike Krzyzewski,"Krzyzewski, Mike","Donald T. Phillips, Grant Hill","=""0446676780""","=""9780446676786""",3.0,Warner Business Books,Paperback,291,2001,2000,,2020/09/07,,,read,,,,1,0
170448,Animal Farm,George Orwell,"Orwell, George","Russell Baker, C.M. Woodhouse","=""0451526341""","=""9780451526342""",0,Signet Classics,Mass Market Paperback,141,1996,1945,,2020/09/07,,,read,,,,1,0
40268935,Barbarians at the Gate: The Fall of RJR Nabisco,Bryan Burrough,"Burrough, Bryan",,"=""""","=""""",4.0,HarperCollins e-books; Reprint edition,Kindle Edition,592,2009,1989,2020/08/20,2020/03/22,,,read,,,,1,0
19417714,Blue Blood & Mutiny: The Fight for the Soul of Morgan Stanley,Patricia Beard,"Beard, Patricia",,"=""""","=""""",4.0,HarperCollins e-books,Kindle Edition,450,2009,1975,2020/05/21,2020/04/28,,,read,,,,1,0
6396997,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",4.0,Scribner ,Kindle Edition,128,2004,1952,2020/05/21,2020/05/11,,,read,,,,1,0
20873740,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""0062316109""","=""9780062316103""",0,Harper,Kindle Edition,414,2015,2011,2020/04/27,2019/07/20,,,read,,,,1,0
35608147,The Art of War,Sun Tzu,"Tzu, Sun",Lionel Giles,"=""1542097525""","=""9781542097529""",0,AmazonClassics,Kindle Edition,268,2017,-500,2020/03/22,2020/03/01,,,read,,,,1,0
30971630,"Peak: Unleashing Your Inner Champion Through Revolutionary Methods for Skill Acquisition and Performance Enhancement in Work, Sports, and Life",K. Anders Ericsson,"Ericsson, K. Anders",Robert Pool,"=""0544947223""","=""9780544947221""",4.0,HarperOne,Paperback,336,2017,2016,2020/03/22,2020/01/23,,,read,,,,1,0
16131,The House of Morgan: An American Banking Dynasty and the Rise of Modern Finance,Ron Chernow,"Chernow, Ron",,"=""0802138292""","=""9780802138293""",5.0,Grove Press,Paperback,812,2001,1990,,2018/12/18,,,read,,,,1,0
12176421,How to Win Friends and Influence People in the Digital Age (Dale Carnegie Books),Dale Carnegie,"Carnegie, Dale",,"=""1451629168""","=""9781451629163""",0,Simon & Schuster,Kindle Edition,251,2011,2011,2019/08/17,2019/08/06,,,read,,,,1,0
26156469,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,"Voss, Chris",Tahl Raz,"=""0062407805""","=""9780062407801""",5.0,Harper Business,Hardcover,274,2016,2016,2019/08/06,2019/05/31,,,read,,,,1,0
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",0,Crown,Paperback,544,2004,2003,,2019/07/20,,,read,,,,0,0
42754169,Reboot: Leadership and the Art of Growing Up,Jerry  Colonna,"Colonna, Jerry",,"=""0062749501""","=""9780062749505""",0,Harper Business,Kindle Edition,293,2019,2019,2019/07/15,2019/07/13,,,read,,,,1,0
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,"=""0804139296""","=""9780804139298""",5.0,Crown Currency,Hardcover,195,2014,2014,,2019/06/25,,,read,,,,1,0
683539,Why We Do What We Do: Understanding Self-Motivation,Edward L. Deci,"Deci, Edward L.",Richard Flaste,"=""0140255265""","=""9780140255263""",0,Penguin Books,Paperback,240,1996,1995,2019/06/25,2019/05/30,,,read,,,,1,0
10669,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,"Lowenstein, Roger",,"=""0375758259""","=""9780375758256""",5.0,Random House Trade Paperbacks,Paperback,264,2001,2000,2019/05/29,2018/12/18,,,read,,,,1,0
22609522,"Red Notice: A True Story of High Finance, Murder, and One Man's Fight for Justice",Bill Browder,"Browder, Bill",,"=""147675571X""","=""9781476755717""",0,Simon & Schuster,Hardcover,380,2015,2015,2019/05/21,2018/09/03,,,read,,,,1,0
905,The Inner Game of Tennis: The Classic Guide to the Mental Side of Peak Performance,W. Timothy Gallwey,"Gallwey, W. Timothy","Pete Carroll, Zach Kleiman","=""0679778314""","=""9780679778318""",5.0,Random House Trade Paperbacks,Paperback,134,1997,1974,2019/05/21,2019/01/27,,,read,,,,1,0
2122,The Fountainhead,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""""","=""""",0,Signet Book,Mass Market Paperback,704,1996,1943,2019/01/27,2018/07/20,,,read,,,,1,0
6455493,"Investment Banking: Valuation, Leveraged Buyouts, and Mergers and Acquisitions",Joshua Rosenbaum,"Rosenbaum, Joshua","Joshua Pearl, Joseph R. Perella","=""0470442204""","=""9780470442203""",0,WILEY,Hardcover,336,2008,2009,2018/10/16,2018/06/24,,,read,,,,1,0
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""1473637465""","=""9781473637467""",5.0,Sceptre,Hardcover,342,2018,2018,2018/05/08,2018/04/29,,,read,,,,1,0
32929,Goodnight Moon,Margaret Wise Brown,"Brown, Margaret Wise",Clement Hurd,"=""0060775858""","=""9780060775858""",1.0,HarperCollins,Hardcover,32,2005,1947,,2018/05/03,,,read,,,,1,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann",Hilda Rosner,"=""""","=""""",0,Bantam Books,Mass Market Paperback,152,1981,1922,,2018/05/03,,,read,,,,1,0
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316015849""","=""9780316015844""",3.0,"Little, Brown and Company",Paperback,498,2006,2005,,2018/05/03,,,read,,,,1,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""015603008X""","=""9780156030083""",2.0,Harvest Books,Paperback,311,2004,1966,,2018/05/03,,,read,,,,2,0
191139,"Oh, the Places You’ll Go!",Dr. Seuss,"Seuss, Dr.",,"=""0679805273""","=""9780679805274""",4.0,Random House Books for Young Readers,Hardcover,44,1990,1990,,2018/05/03,,,read,,,,1,0
19543,Where the Wild Things Are,Maurice Sendak,"Sendak, Maurice",,"=""0099408392""","=""9780099408390""",4.0,Red Fox,Paperback,38,2000,1963,,2018/05/03,,,read,,,,1,0
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",4.0,Penguin Classics ,Paperback,541,2006,-750,,2018/05/03,,,read,,,,1,0
233093,"The Cat in the Hat (Cat in the Hat, #1)",Dr. Seuss,"Seuss, Dr.",,"=""039480001X""","=""9780394800011""",5.0,Random House Books for Young Readers,Hardcover,61,1985,1957,,2018/05/03,,,read,,,,1,0
24213,Alice’s Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,"Carroll, Lewis","Martin Gardner, John Tenniel","=""""","=""""",3.0,Penguin Group (USA),Paperback,239,2000,1871,,2018/05/03,,,read,,,,1,0
23772,Green Eggs and Ham,Dr. Seuss,"Seuss, Dr.",,"=""0394800168""","=""9780394800165""",5.0,Random House Books for Young Readers,Hardcover,64,1988,1960,,2018/05/03,,,read,,,,1,0
106835,The Intelligent Investor,Benjamin Graham,"Graham, Benjamin","Jason Zweig, Warren Buffett","=""0060555661""","=""9780060555665""",4.0,Harper Business,Paperback,623,2006,1949,2018/04/30,2017/07/10,,,read,,,,1,0
10127019,The Lean Startup,Eric Ries,"Ries, Eric",,"=""0307887898""","=""9780307887894""",4.0,Best Business,Hardcover,299,2011,2011,2018/04/30,2018/03/29,,,read,,,,1,0
8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,"Hillenbrand, Laura",,"=""1400064163""","=""9781400064168""",5.0,Random House,Hardcover,475,2010,2010,,2018/03/28,,,read,,,,1,0
19776547,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,"McKeown, Greg",,"=""0804137390""","=""9780804137393""",4.0,Crown Currency,Kindle Edition,290,2014,2011,2018/03/16,2017/11/17,,,read,,,,1,0
6906652,The Anatomy of Corporate Law: A Comparative and Functional Approach,Reinier H. Kraakman,"Kraakman, Reinier H.","John Armour, Paul Davies, Luca Enriques, Henry B. Hansmann, Gérard Hertig, Klaus J. Hopt, Hideki Kanda, Edward B. Rock","=""0199565848""","=""9780199565849""",4.0,Oxford University Press,Paperback,352,2009,2004,2018/02/09,2018/01/30,,,read,,,,1,0
15801967,Contagious: Why Things Catch On,Jonah Berger,"Berger, Jonah",,"=""1451686579""","=""9781451686579""",4.0,Simon & Schuster,Hardcover,210,2013,2013,2018/02/01,2017/12/31,,,read,,,,1,0
8696865,How To Win Friends and Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",5.0,Simon & Schuster,Kindle Edition,291,2010,1936,2016/12/17,2016/11/23,,,read,,,,2,0
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""0062301233""","=""9780062301239""",5.0,Ecco,Hardcover,392,2015,2015,,2016/05/18,,,read,,,,1,0
40024,"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,"Carr, Caleb",,"=""0812976142""","=""9780812976144""",5.0,Random House,Paperback,498,2006,1994,2018/01/01,2017/12/31,,,read,,,,1,0
18809251,Survival in Auschwitz,Primo Levi,"Levi, Primo",,"=""""","=""""",3.0,,Kindle Edition,172,2013,1947,2017/12/01,2017/11/09,,,read,,,,1,0
17288649,Creative Confidence: Unleashing the Creative Potential Within Us All,Tom Kelley,"Kelley, Tom",David Kelley,"=""038534936X""","=""9780385349369""",5.0,Crown Currency,Hardcover,288,2013,2013,,2016/05/19,,,read,,,,2,0
25983574,Smart Choices: A Practical Guide to Making Better Decisions,John S. Hammond,"Hammond, John S.","Ralph L. Keeney, Howard Raiffa","=""1633691055""","=""9781633691056""",3.0,Harvard Business Review Press,Kindle Edition,256,2015,1998,2017/04/30,2017/01/27,,,read,,,,1,0
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""1451648537""","=""9781451648539""",5.0,Simon & Schuster,Hardcover,630,2011,2011,2016/12/17,2016/05/21,,,read,,,,1,0
19163185,My Early Life: 1874-1904,Winston S. Churchill,"Churchill, Winston S.",William Manchester,"=""""","=""""",3.0,Scribner,Kindle Edition,315,2010,1930,2016/12/17,2016/06/29,,,read,,,,1,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",2.0,HarperPerennial / Perennial Classics,Paperback,288,1998,1932,,2016/07/30,,,read,,,,1,0
16181775,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,"Simsion, Graeme",,"=""1476729085""","=""9781476729084""",5.0,Simon & Schuster,Hardcover,292,2013,2013,2016/07/08,2016/05/21,,,read,,,,1,0
6547576,Just Listen: Discover the Secret to Getting Through to Absolutely Anyone,Mark Goulston,"Goulston, Mark",Keith Ferrazzi,"=""0814414036""","=""9780814414033""",4.0,AMACOM,Hardcover,234,2009,2009,2016/07/05,2016/06/15,,,read,,,,1,0
746936,Margin of Safety: Risk-Averse Value Investing Strategies for the Thoughtful Investor,Seth A. Klarman,"Klarman, Seth A.",,"=""0887305105""","=""9780887305108""",4.0,HarperCollins,Hardcover,248,1991,1991,2016/07/05,2016/05/19,,,read,,,,1,0
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""""","=""""",5.0,Spiegel & Grau,Hardcover,152,2015,2015,2016/06/15,2016/05/19,,,read,,,,1,0
206260,The McKinsey Way,Ethan M. Rasiel,"Rasiel, Ethan M.",,"=""0070534489""","=""9780070534483""",3.0,McGraw-Hill,Paperback,187,1999,1999,2016/06/15,2016/06/08,,,read,,,,1,0
13622134,Bitter Brew: The Rise and Fall of Anheuser-Busch and America's Kings of Beer,William Knoedelseder,"Knoedelseder, William",,"=""0062009265""","=""9780062009265""",4.0,Harper Business,Kindle Edition,416,2012,2012,,2016/06/06,,,read,,,,1,0
5771014,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else",Daniel Coyle,"Coyle, Daniel",John Farrell,"=""1598878735""","=""9781598878738""",4.0,HighBridge Company,Audio CD,288,2009,2009,2016/05/31,2016/05/18,,,read,,,,1,0
5148,A Separate Peace,John Knowles,"Knowles, John",David Levithan,"=""""","=""""",3.0,Scribner,Paperback,208,2003,1959,,2016/05/30,,,read,,,,1,0
5470,1984,George Orwell,"Orwell, George",,"=""""","=""""",4.0,New American Library,Mass Market Paperback,328,1950,1949,,2016/05/30,,,read,,,,1,0
10975,The Sound and the Fury,William Faulkner,"Faulkner, William",,"=""""","=""""",3.0,Vintage International,Paperback,366,1990,1929,,2016/05/30,,,read,,,,1,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",4.0,Back Bay Books,Paperback,277,2001,1951,,2016/05/30,,,read,,,,1,0
119216,My Losing Season: A Memoir,Pat Conroy,"Conroy, Pat",,"=""0553381903""","=""9780553381900""",4.0,Bantam Books,Paperback,402,2003,2002,,2016/05/30,,,read,,,,1,0
1821571,Snakehead (Alex Rider #7),Anthony Horowitz,"Horowitz, Anthony",,"=""1406309354""","=""9781406309355""",5.0,Walker Books,Hardcover,416,2007,2007,,2016/05/19,,,read,,,,1,0
94319,Ark Angel (Alex Rider #6),Anthony Horowitz,"Horowitz, Anthony",,"=""0142407380""","=""9780142407387""",5.0,Speak,Paperback,352,2007,2005,,2016/05/19,,,read,,,,1,0
542414,Scorpia (Alex Rider #5),Anthony Horowitz,"Horowitz, Anthony",,"=""0142405787""","=""9780142405789""",5.0,Puffin Books,Paperback,388,2006,2004,,2016/05/19,,,read,,,,1,0
175004,"Eagle Strike (Alex Rider, #4)",Anthony Horowitz,"Horowitz, Anthony",,"=""0142406139""","=""9780142406137""",5.0,Speak,Paperback,352,2006,2003,,2016/05/19,,,read,,,,1,0
103983,Skeleton Key (Alex Rider #3),Anthony Horowitz,"Horowitz, Anthony",,"=""0142406147""","=""9780142406144""",5.0,Philomel Books,Paperback,327,2006,2002,,2016/05/19,,,read,,,,1,0
224500,Point Blank (Alex Rider #2),Anthony Horowitz,"Horowitz, Anthony",,"=""0142406120""","=""9780142406120""",5.0,Penguin Puffin,Paperback,274,2001,2001,,2016/05/19,,,read,,,,1,0
136782,Stormbreaker (Alex Rider #1),Anthony Horowitz,"Horowitz, Anthony",,"=""014240165X""","=""9780142401651""",5.0,Penguin Books,Paperback,256,2004,2000,,2016/05/19,,,read,,,,1,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",1.0,Simon & Schuster ,Paperback,453,2004,1961,,2016/05/19,,,read,,,,1,0
133518,The Things They Carried,Tim O'Brien,"O'Brien, Tim",,"=""0767902890""","=""9780767902892""",3.0,Broadway,Paperback,246,1998,1990,,2016/05/19,,,read,,,,1,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439686520""","=""9780439686525""",5.0,Scholastic Inc.,Paperback,576,2004,2003,,2016/05/19,,,read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",5.0,Scholastic Inc,Paperback,652,2006,2005,,2016/05/19,,,read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439139597""","=""9780439139595""",5.0,Scholastic,Paperback,734,2002,2000,,2016/05/19,,,read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",5.0,Scholastic Inc.,Mass Market Paperback,547,2004,1999,,2016/05/19,,,read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5.0,Arthur A. Levine Books,Hardcover,341,1999,1998,,2016/05/19,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""0439554934""","=""9780439554930""",5.0,Scholastic Inc,Hardcover,309,2003,1997,,2016/05/19,,,read,,,,1,0
345460,Samurai Shortstop,Alan Gratz,"Gratz, Alan",,"=""0803730756""","=""9780803730755""",5.0,Dial,Hardcover,288,2006,2006,,2016/05/19,,,read,,,,1,0
13006,Julius Caesar,William Shakespeare,"Shakespeare, William","Harold Bloom, Roma Gill, William Allan Neilson","=""0198320272""","=""9780198320272""",3.0,Oxford University Press,Paperback,175,2002,1599,,2016/05/19,,,read,,,,1,0
2696,The Canterbury Tales,Geoffrey Chaucer,"Chaucer, Geoffrey",Nevill Coghill,"=""0140424385""","=""9780140424386""",1.0,Penguin Books,Paperback,504,2003,1400,,2016/05/19,,,read,,,,1,0
10799,A Farewell to Arms,Ernest Hemingway,"Hemingway, Ernest",,"=""0099910101""","=""9780099910107""",3.0,Arrow Books,Paperback,304,2004,1929,,2016/05/19,,,read,,,,1,0
4900,Heart of Darkness,Joseph Conrad,"Conrad, Joseph",,"=""1892295490""","=""9781892295491""",2.0,Green Integer Books,Paperback,188,2003,1899,,2016/05/19,,,read,,,,1,0
6289283,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,"McDougall, Christopher",,"=""""","=""""",5.0,Knopf,Hardcover,287,2009,2009,,2016/05/19,,,read,,,,1,0
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",3.0,Penguin,Paperback,368,1995,1955,,2016/05/19,,,read,,,,1,0
1898,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,"Krakauer, Jon",,"=""""","=""""",5.0,Anchor Books,Paperback,368,1999,1997,,2016/05/18,,,read,,,,1,0
1845,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""0385486804""","=""9780385486804""",4.0,Anchor Books,Paperback,207,1997,1996,,2016/05/18,,,read,,,,1,0
12898,Death of a Salesman,Arthur Miller,"Miller, Arthur",,"=""0435233076""","=""9780435233075""",3.0,Heinemann ed,Hardcover,144,1994,1949,,2016/05/18,,,read,,,,1,0
8852,Macbeth,William Shakespeare,"Shakespeare, William","Folger Shakespeare Library, Barbara A. Mowat, Paul Werstine","=""0743477103""","=""9780743477109""",2.0,Simon & Schuster,Mass Market Paperback,249,2013,1623,,2016/05/18,,,read,,,,1,0
1420,Hamlet,William Shakespeare,"Shakespeare, William","Harold Bloom, Rex Gibson, Israel Gollancz, Henry Norman Hudson, L.A. Sherman, Max J. Herzberg","=""0521618746""","=""9780521618748""",3.0,Cambridge University Press,Paperback,289,2005,1601,,2016/05/18,,,read,,,,1,0
18135,Romeo and Juliet,William Shakespeare,"Shakespeare, William",,"=""0743477111""","=""9780743477116""",2.0,Washington Square Press,Mass Market Paperback,281,2002,1590,,2016/05/18,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",5.0,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2016/05/18,,,read,,,,1,0
92517,The Glass Menagerie,Tennessee Williams,"Williams, Tennessee",Robert Bray,"=""0811214044""","=""9780811214049""",4.0,New Directions,Paperback,104,1999,1945,,2016/05/18,,,read,,,,1,0
12220,A Streetcar Named Desire,Tennessee Williams,"Williams, Tennessee",,"=""0822210894""","=""9780822210894""",2.0,Concord Theatricals,Paperback,107,1998,1947,,2016/05/18,,,read,,,,1,0
15751404,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316204366""","=""9780316204361""",4.0,"Little, Brown and Company",Hardcover,305,2013,2013,,2016/05/18,,,read,,,,1,0
4855030,Beyond Belief: Finding the Strength to Come Back,Josh Hamilton,"Hamilton, Josh",Tim Keown,"=""1599951614""","=""9781599951614""",5.0,FaithWords,Hardcover,272,2008,2008,,2016/05/18,,,read,,,,1,0
88815,The Reluctant Fundamentalist,Mohsin Hamid,"Hamid, Mohsin",,"=""0151013047""","=""9780151013043""",3.0,Harcourt,Hardcover,184,2007,2007,,2016/05/18,,,read,,,,1,0
7981456,A Long Walk to Water,Linda Sue Park,"Park, Linda Sue",,"=""0547251270""","=""9780547251271""",4.0,Clarion Books,Hardcover,128,2010,2010,,2016/05/18,,,read,,,,1,0
226225,Beyond Basketball: Coach K's Keywords for Success,Mike Krzyzewski,"Krzyzewski, Mike",Jamie K. Spatola,"=""044658049X""","=""9780446580496""",4.0,Business Plus,Hardcover,192,2006,2006,,2016/05/18,,,read,,,,1,0
16981,Invisible Man,Ralph Ellison,"Ellison, Ralph",,"=""""","=""""",2.0,Vintage,Paperback,581,1995,1952,,2016/05/18,,,read,,,,1,0
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Nina Baym, Thomas E. Connolly","=""0142437263""","=""9780142437261""",1.0,Penguin Books,Paperback,279,2002,1850,,2016/05/18,,,read,,,,1,0
20665987,Waking Up White: And Finding Myself in the Story of Race,Debby Irving,"Irving, Debby",,"=""0991331311""","=""9780991331314""",4.0,Elephant Room Press,ebook,288,2014,2014,,2016/05/18,,,read,,,,1,0
145565,The Essays of Warren Buffett : Lessons for Corporate America,Warren Buffett,"Buffett, Warren",Lawrence A. Cunningham,"=""0966446119""","=""9780966446111""",4.0,The Cunningham Group,Paperback,256,2001,1998,,2016/05/18,,,read,,,,1,0
428722,Southland,Nina Revoyr,"Revoyr, Nina",,"=""1888451416""","=""9781888451412""",4.0,"Akashic Books, Ltd.",Paperback,350,2003,2001,2016/03/25,2016/05/18,,,read,,,,1,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",5.0,Scribner,Paperback,180,2025,1925,,2016/05/18,,,read,,,,1,0
22571891,All the Way,Robert Schenkkan,"Schenkkan, Robert",Bryan Cranston,"=""0802123449""","=""9780802123442""",5.0,Grove Press,Paperback,192,2014,2012,,2016/05/18,,,read,,,,1,0
40745,Mindset: The New Psychology of Success,Carol S. Dweck,"Dweck, Carol S.",,"=""""","=""""",5.0,Random House,Hardcover,276,2006,2006,,2016/05/18,,,read,,,,1,0
